clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_orders_last_month
"Lincoln, IL",37.2,30047,0.5078044397,0.4447469571,0.0314702114,0.818051719,0.1139880853,0.008453423,49882,9.8558298546
"Sterling, IL",41.2,57680,0.491851595,0.5753150369,0.0565651729,0.922278086,0.0143723994,0.005443828,48343,19.2972040707
"Waycross, GA",36.3,54775,0.4946234596,0.4737891078,0.0436848204,0.7267731629,0.2256138749,0.0085440438,36974,15.2929079071
"Dublin, GA",37.8,57878,0.4909119182,0.4624467545,0.0368359487,0.615829849,0.3597221742,0.0118870728,34174,16.1812060654
"Chillicothe, OH",39.4,77552,0.5268851867,0.4713760968,0.0779397847,0.9038064782,0.0538348463,0.0051707242,43450,22.9173161861
"Cedartown, GA",35.8,41250,0.4860121212,0.5072689182,0.0748476384,0.7704484848,0.1324848485,0.0082666667,39121,11.5549766478
"Marshalltown, IA",37.5,40922,0.5032012121,0.6074819239,0.0431939642,0.8621279507,0.0159327501,0.0245100435,52354,11.5624156913
"Pullman, WA",24,46003,0.5097928396,0.5232188056,0.04282886,0.8412712214,0.0208247288,0.0772775689,35578,15.4636827197
"Calhoun, GA",35.4,55666,0.4942693924,0.5450627693,0.0568905752,0.887453742,0.0463478605,0.0110839651,42414,19.4930555883
"Cedar City, UT",27.1,46725,0.502600321,0.5467993155,0.0810395336,0.9143285179,0.0065917603,0.0067629749,42305,12.7974159538
"Sturgis, MI",37.9,60998,0.4963769304,0.5354525816,0.0644034055,0.9261779075,0.0276402505,0.0069838355,44145,18.2242932982
"Newberry, SC",39.4,37593,0.4857021254,0.5319838592,0.0621154991,0.6145293007,0.3031149416,0.0055063443,41971,9.9247121856
"Shawano, WI",42.2,46079,0.4994683044,0.5824683441,0.0476061084,0.8194405261,0.0035157013,0.0059463096,45987,9.8396434944
"Ellensburg, WA",31.6,41705,0.5022659154,0.5515919558,0.056784049,0.8886944012,0.0090876394,0.0216281021,45406,11.0452117274
"Fremont, OH",39.6,60498,0.4927270323,0.5870707998,0.051274563,0.9068894839,0.03193494,0.0031240702,46099,12.7564059979
"Sayre, PA",42.5,62510,0.4940649496,0.5353969961,0.0340424684,0.9747080467,0.0051671733,0.0062230043,48418,20.738940123
"Picayune, MS",39.7,55293,0.4920695206,0.464104556,0.0629027099,0.8440128045,0.1333441846,0.0028032482,40997,16.8538630324
"Pontiac, IL",39.7,38476,0.5012475309,0.5153496123,0.0408895725,0.9179748415,0.0537997713,0.0069134006,54723,11.9509509555
"Paris, TX",38.4,49704,0.4841662643,0.542927875,0.0443571028,0.8044825366,0.1261065508,0.0078263319,41130,14.7449632317
"Rockingham, NC",38.1,46317,0.4895394779,0.4605941028,0.0841828346,0.6237018805,0.3008614548,0.007448669,34060,13.7632950022
"Altus, OK",33.3,26275,0.4946146527,0.5509198753,0.0431285815,0.7505994291,0.0742530923,0.01320647,42029,6.5772428209
"Milledgeville, GA",35.4,54897,0.5057289105,0.4166025458,0.0491788863,0.499207607,0.4654899175,0.0133522779,30333,17.0724190304
"Key West, FL",46.6,75208,0.5309408574,0.5705678543,0.0437848777,0.8928970322,0.0641687055,0.0099191575,55449,15.4686859394
"Garden City, KS",29.6,41049,0.5108772443,0.7005707297,0.0316619106,0.7981436819,0.0220468221,0.0332285805,48656,11.4980579764
"Kearney, NE",32.7,53948,0.4956068807,0.7069722432,0.0305891239,0.9368095203,0.0080633202,0.0119559576,52899,15.1993474626
"Hutchinson, KS",37.8,64223,0.5010665961,0.5795452312,0.0400330169,0.912383414,0.0282453327,0.0057144637,44673,18.8683116258
"Amsterdam, NY",38.9,49951,0.4917619267,0.5435924502,0.0633843525,0.8976196673,0.0224820324,0.0057256111,44167,17.9132953931
"Dickinson, ND",34.7,27038,0.5137214291,0.716593927,0.0198718544,0.9312818995,0.0108735853,0.0130556994,70243,9.5217044239
"Del Rio, TX",30.3,48999,0.505704198,0.5223938331,0.0493189291,0.9249576522,0.012143105,0.0053062307,42735,18.4283423279
"Gaffney, SC",37.7,55707,0.485576319,0.4835898259,0.0724754019,0.759276213,0.1995978961,0.0044339132,34766,10.3964414072
"Baraboo, WI",38.3,62681,0.4981254288,0.6591995821,0.039960622,0.9440021697,0.0052647533,0.0073706546,50982,22.6370759206
"Corsicana, TX",36.4,48073,0.4945395544,0.545625102,0.0658002066,0.7746968153,0.142512429,0.0066149398,40976,12.7113481981
"Mount Airy, NC",39.9,73391,0.4892152989,0.5168283525,0.0494911568,0.9225790628,0.0380155605,0.0052186235,35894,20.6347527498
"Fallon, NV",37.7,24347,0.5024438329,0.4945494186,0.0734011628,0.8215796607,0.0248901302,0.0329404033,46195,5.8524512979
"Eagle Pass, TX",27.8,55821,0.4908905251,0.507237941,0.0727084071,0.933161355,0.0012181795,0.0014689812,32536,17.7411164752
"Marietta, OH",42,61473,0.4902802857,0.5127423823,0.0480807281,0.9633985652,0.010850292,0.0072226831,43512,22.7801467514
"Mexico, MO",37.7,25637,0.4568397238,0.5245467908,0.0493385595,0.8992861879,0.0588992472,0.002847447,43139,9.7113106329
"Ashland, OH",39.1,53202,0.4888162099,0.5499444668,0.0654346953,0.9700763129,0.0074621255,0.005526108,47034,11.1134720941
"Batavia, NY",40.8,59702,0.5004187464,0.6117164256,0.0502923977,0.9238718971,0.0297812469,0.0072694382,50573,17.0199416818
"Ionia, MI",36.4,63976,0.5318088033,0.5206973858,0.0659754194,0.909434788,0.0390458922,0.0030792797,48100,13.9291003867
"Mount Pleasant, TX",32.5,32540,0.4921327597,0.5726431608,0.0503042427,0.7866625691,0.0999385372,0.0069145667,42856,11.4912670175
"Blytheville, AR",33.8,45385,0.4865484191,0.4977896696,0.0762563983,0.6282472182,0.3448496199,0.0029525174,34424,10.7189422972
"Albemarle, NC",40.2,60553,0.5005202054,0.520595319,0.0823195208,0.8458375308,0.111390022,0.0195531188,42010,21.022272215
"Andrews, TX",31.8,16126,0.4990698251,0.6391015395,0.0286868007,0.9138658068,0.0258588615,0.0065112241,61250,5.9156608618
"Muscatine, IA",37.1,42857,0.4954849849,0.6299670127,0.0413098084,0.9236297454,0.0150733836,0.0115500385,52899,8.4083867154
"Winona, MN",33.8,51285,0.4899678268,0.6513592346,0.0578695601,0.9414058692,0.0133177342,0.0247245783,48476,19.1590546957
"Point Pleasant, WV-OH",40.9,57970,0.4862687597,0.4495770282,0.0460856276,0.9596860445,0.0178195618,0.0031913058,37934,15.6220872508
"Brenham, TX",38.3,34039,0.4998971768,0.525001817,0.0220582891,0.7814565645,0.175357678,0.0166279855,49236,6.9293174547
"Cullowhee, NC",34.5,40598,0.4951475442,0.5124213606,0.0456181419,0.8344007094,0.0324153899,0.0085472191,36705,9.5943624532
"Troy, AL",30,33216,0.4752227842,0.539475121,0.059185382,0.5869761561,0.3643725915,0.0217967245,32798,11.8774632617
"Rio Grande City, TX",27.6,62040,0.4864925854,0.4732925493,0.0694165449,0.9466795616,0.0004190845,0.0043520309,25906,20.7001969144
"Portales, NM",27.6,20065,0.5073012709,0.5436289434,0.0570706744,0.7407924246,0.024520309,0.0090705208,36567,5.8542282411
"El Dorado, AR",38.5,40954,0.4831274112,0.5088055367,0.0589816474,0.6483371588,0.32954046,0.0054939688,38762,10.5044569986
"Red Wing, MN",40.7,46336,0.5004747928,0.6396718382,0.0408577695,0.9495640539,0.0120208909,0.0055464434,57229,13.635350157
"Newport, OR",48.3,46138,0.4875590619,0.5040423681,0.0512203858,0.8750270926,0.0031644198,0.0134596211,42429,15.8014857202
"Madisonville, KY",38.9,46684,0.4840202211,0.5272688021,0.0480071242,0.9029860338,0.0608559678,0.0059763516,42404,14.8507281158
"Natchez, MS-LA",37,52798,0.5055683927,0.4189824711,0.0634649185,0.4647524527,0.5057577939,0.0032576992,28937,10.2626004043
"Owatonna, MN",38.4,36472,0.4918841851,0.6518439716,0.0455319149,0.921803027,0.0241555166,0.0087464356,55764,13.9153922498
"Magnolia, AR",33.8,24400,0.4757786885,0.515257325,0.0540964526,0.6000409836,0.36,0.0063934426,37509,7.7213361724
"DuBois, PA",41.7,81472,0.5196877455,0.5055891839,0.0483806831,0.9554448154,0.0230876866,0.0053515318,41510,16.7670996025
"Shelbyville, TN",35.8,45660,0.4966710469,0.5464568738,0.0509360285,0.8531318441,0.0615418309,0.0079500657,40989,14.8518311805
"Cordele, GA",35.9,23403,0.4745118147,0.4854052861,0.0977763064,0.5392471051,0.430714011,0.0101269068,36280,5.3700050779
"Cambridge, MD",41.3,32614,0.4800392469,0.575596517,0.0692449772,0.6720120194,0.2795731894,0.0118047464,45628,10.8351649065
"Winnemucca, NV",34.9,17003,0.5272598953,0.6041115091,0.06727924,0.8772569547,0.0051755573,0.0024113392,62632,5.6516570795
"Kerrville, TX",45.8,49914,0.4834916056,0.5025294289,0.0422706489,0.9266939135,0.0173698762,0.0093160236,42930,11.3570561195
"Fairmont, WV",39.9,56698,0.4886944866,0.5465717288,0.0297252665,0.9415323292,0.0358213694,0.0049384458,43085,15.422663855
"Athens, TN",41.1,52409,0.484344292,0.4938213153,0.0554897969,0.9253754126,0.0401839379,0.0050754641,39644,11.7607582043
"Somerset, PA",43.3,77011,0.5167183909,0.5163690014,0.041931977,0.9578501772,0.0249834439,0.002791809,44255,24.6536441709
"Alice, TX",32.6,41348,0.4951388217,0.5471178756,0.0414183938,0.9255828577,0.0082954436,0.0035793751,42463,12.494479467
"Sidney, OH",37.9,49165,0.4980372216,0.6140988565,0.0456607678,0.9473812672,0.02422455,0.0066307332,51266,15.7690361478
"Bellefontaine, OH",39.4,45564,0.4908480379,0.5692492526,0.0544829706,0.9523088403,0.0158677904,0.005508735,48416,17.3597336378
"Big Rapids, MI",32.5,43226,0.5032387915,0.470607901,0.0843037834,0.9318234396,0.0268357007,0.0078887706,40396,12.2321952138
"Bogalusa, LA",38.1,46723,0.4910857608,0.4177024997,0.0803442153,0.6751920895,0.3024848576,0.0018834407,31750,17.4884006576
"Gloversville, NY",40.8,54870,0.4983597594,0.5393572323,0.0600303951,0.9530162202,0.0150537634,0.0069801349,45722,12.8238469428
"Gainesville, TX",38.4,38558,0.4962913014,0.5936799789,0.0562145776,0.9193422895,0.0258830852,0.0076248768,51222,8.8446038525
"Greeneville, TN",42.1,68596,0.488556184,0.4927209459,0.0552142883,0.9541664237,0.02290221,0.0049711353,35860,19.2793519458
"Boone, NC",27.9,51903,0.4975242279,0.530583712,0.0645316323,0.9402732019,0.0110205576,0.0111168911,35491,11.5486256694
"Tiffin, OH",37.5,56100,0.5013012478,0.5653095844,0.0610240614,0.9415686275,0.0235294118,0.0051158645,44947,12.6356511248
"Rutland, VT",43.8,60864,0.4935922713,0.5912995724,0.047660142,0.9704587277,0.0059148265,0.0068349106,48308,15.2620934652
"Douglas, GA",34,42947,0.5105129578,0.4661498242,0.055169927,0.6463082404,0.2747805435,0.0064032412,34523,16.2350710662
"Mountain Home, ID",29.9,26349,0.5153516262,0.5170534813,0.0566599395,0.8452313181,0.0222778853,0.0307032525,43516,6.4766423544
"Sulphur Springs, TX",38.1,35478,0.4941372118,0.5495022426,0.0498486672,0.8501888494,0.0693387451,0.0068211286,45158,8.7930267128
"Plymouth, IN",37.4,47032,0.4990644667,0.5889533278,0.0639049986,0.9320675285,0.0080796054,0.0055706753,47219,13.7229898314
"Burley, ID",32.3,43466,0.5076151475,0.5842274507,0.0417396288,0.9049141858,0.0026457461,0.0041641743,44467,14.9297829013
"Hood River, OR",39.1,22620,0.4937665782,0.6410388717,0.0381836945,0.8961980548,0.0032272325,0.0134836428,56417,4.6689789671
"Defiance, OH",37.5,38795,0.4959917515,0.5828426429,0.0549464849,0.9188555226,0.0213687331,0.002938523,48853,7.2906008666
"Menomonie, WI",33.5,44045,0.504302418,0.6159931403,0.041517993,0.946531956,0.0055170848,0.0244976728,49897,11.0146193055
"Jasper, IN",40.8,54903,0.4988616287,0.6333787749,0.0304535687,0.9715316103,0.00309637,0.003387793,52332,14.0707615403
"Montrose, CO",41.7,40885,0.4897639721,0.538006135,0.0592638037,0.9169377522,0.006750642,0.0051363581,44885,11.3845478337
"Danville, KY",39,53696,0.4894591776,0.4957442872,0.0580072162,0.9208134684,0.0487932062,0.007114124,38185,12.5093310197
"Weatherford, OK",29.8,28506,0.5050515681,0.6122895548,0.0267494306,0.8342805024,0.0294324002,0.0138567319,45056,10.3956661578
"Huntsville, TX",38,83334,0.5712674299,0.3808224189,0.0251958978,0.7579379365,0.2044663643,0.0091559268,38129,31.9708878432
"Pierre, SD",38.4,21824,0.4971132698,0.7061647004,0.0176960444,0.856167522,0.0060942082,0.0058651026,58027,6.0587669931
"North Wilkesboro, NC",42.3,69093,0.4932337574,0.4654956534,0.0791686044,0.9108158569,0.0430000145,0.0035893651,32157,17.1644421228
"Brookhaven, MS",36.4,34824,0.4771709166,0.4820752616,0.0349959178,0.6838674477,0.3068573398,0.0004020216,35502,10.6254151007
"Crossville, TN",47.9,57064,0.4858054115,0.4208716077,0.0459292815,0.9715582504,0.0055902145,0.0037501752,38350,10.7834943791
"Dodge City, KS",30.1,34604,0.5159519131,0.648988584,0.0462247146,0.8755635187,0.0221072708,0.0131198705,51374,12.1176059269
"Kendallville, IN",37.2,47497,0.500010527,0.587640971,0.0651538735,0.9647767227,0.0034317957,0.0058319473,49102,9.0545211519
"Clinton, IA",41.1,48663,0.4923658632,0.6074689437,0.0347213292,0.9382898712,0.0288925878,0.0065347389,49849,11.2093873664
"Rexburg, ID",24.6,50778,0.501457324,0.5618224092,0.0583087332,0.9499586435,0.0055732798,0.007385088,36491,15.9254788246
"Pahrump, NV",50.2,42938,0.5042619591,0.3896717553,0.0705698149,0.8760771345,0.0264334622,0.0167450743,41757,13.1397836589
"DeRidder, LA",35.8,36109,0.5104821513,0.5093808964,0.0368471644,0.8227311751,0.1315461519,0.0057880307,46420,8.0663185087
"Freeport, IL",43.2,47053,0.4844749538,0.568012907,0.0730778386,0.8629842943,0.0937878562,0.0079484836,44631,12.0803293227
"Malone, NY",37.8,51508,0.5502057933,0.4749408983,0.0457919622,0.8331715462,0.0591170304,0.0040187932,47110,11.4669541055
"Murray, KY",33.1,37981,0.4822674495,0.5291661434,0.0624450584,0.9150627946,0.0388088781,0.0210631632,38589,12.642704675
"Aberdeen, SD",38,41564,0.4891252045,0.6867047481,0.0171064164,0.9297228371,0.0130401309,0.0148686363,52641,14.6781908971
"Sheridan, WY",42.3,29578,0.492697275,0.6046062032,0.0247541397,0.9349854622,0.0077760498,0.0079450943,56015,5.8466047657
"Seymour, IN",37.7,43127,0.5003594036,0.5831431028,0.0549346299,0.9310408793,0.0060750806,0.0117327892,47758,8.8056695412
"Astoria, OR",42.8,37236,0.4929906542,0.5516044256,0.0518802115,0.9074551509,0.0071704802,0.011682243,47337,12.9249081957
"Wapakoneta, OH",38.9,45867,0.4961737197,0.6253209064,0.0436432638,0.9755161663,0.0035101489,0.0036409619,52773,14.0181067436
"Sault Ste. Marie, MI",38.4,38698,0.5497183317,0.4552311512,0.068638235,0.7149981911,0.0675745517,0.0075714507,40828,9.337853926
"Ontario, OR-ID",36.3,53398,0.5288962133,0.4826902845,0.0678932302,0.8739278625,0.0082961909,0.0103936477,39237,14.3746153079
"Stephenville, TX",29.9,39291,0.4918683668,0.5988620646,0.0314032441,0.9099284823,0.0139472144,0.0072281184,40711,11.6142118172
"Fergus Falls, MN",45.4,57417,0.5011059442,0.5926323012,0.0324641908,0.9597157636,0.0108852779,0.0055906787,50914,15.163271221
"Plainview, TX",31.6,35925,0.51710508,0.544119839,0.049150395,0.8373834377,0.0427000696,0.0047320807,42303,10.2066847532
"Vineyard Haven, MA",44.7,16915,0.4954773869,0.6215602837,0.0332624113,0.9444280225,0.0180313331,0.0089269879,65518,6.0782491543
"Jacksonville, TX",36.7,50971,0.5087206451,0.507879253,0.036838066,0.8030252497,0.1462596378,0.0049439878,38949,9.937286224
"Big Stone Gap, VA",39.4,60499,0.5067356485,0.4219263079,0.0507866798,0.9409246434,0.0420006942,0.0035868361,35880,11.9241855386
"Bay City, TX",36.4,36611,0.4937860206,0.5483098592,0.0404225352,0.8107126274,0.1027833165,0.0207861025,40410,13.2139628733
"Scottsboro, AL",40.3,53012,0.4939824945,0.4894208964,0.0567414023,0.9129065117,0.0323511658,0.0041311401,36874,11.1213288642
"Marion, OH",39.4,66171,0.5331338502,0.4839128901,0.0518537772,0.9027368485,0.0575025313,0.0055160115,42904,16.6730712156
"Dyersburg, TN",39.7,38156,0.4848516616,0.535880521,0.0492917657,0.8198186393,0.1367281686,0.0037215641,41426,11.514681031
"Moultrie, GA",34.1,45987,0.4950312045,0.524082999,0.0556405299,0.6964576946,0.2331528475,0.0006958488,32233,17.6488643563
"Hutchinson, MN",38.6,36172,0.4962125401,0.6593212558,0.0349260162,0.9560709941,0.0066902577,0.0064138007,56234,12.3460706933
"Fort Madison-Keokuk, IA-IL-MO",41.9,61361,0.4988999527,0.5718093161,0.0471661922,0.9522660974,0.0193119408,0.0041394371,44083,15.5110692597
"Bardstown, KY",36.3,44254,0.4940118407,0.5758942865,0.0699129726,0.9277579428,0.0510688299,0.0033443305,45655,16.0378975121
"Union City, TN-KY",40.6,37928,0.4815967096,0.4791810899,0.0691985626,0.8440993461,0.1319605568,0.0021092596,39050,11.8439633154
"Auburn, IN",37.6,42321,0.4978852107,0.5882963777,0.0554639301,0.9699439994,0.0016067673,0.0042768366,49561,13.8448186759
"Galesburg, IL",39.8,52447,0.5030792991,0.499328455,0.0464987032,0.873224398,0.0853432989,0.0092474307,39800,17.3217658062
"Rolla, MO",30.6,45091,0.5214344326,0.5144437108,0.0455871025,0.9118671132,0.0249495465,0.0324233217,41942,9.4809627634
"Wilmington, OH",37.8,41871,0.4931814382,0.5593003022,0.0660927435,0.9467411812,0.0246471305,0.0031525399,45909,9.6570846517
"Urbana, OH",39.3,39628,0.4997476532,0.5668600944,0.0647238873,0.9452912082,0.0203139195,0.0038356717,49840,7.4646202774
"Lock Haven, PA",37.7,39611,0.4872636389,0.5373653432,0.0400738689,0.9633940067,0.0153240262,0.004922875,44329,10.9278112324
"Jackson, WY-ID",36.4,32168,0.5217296692,0.7284724641,0.0428809164,0.9436396419,0.0028599851,0.012248197,66590,6.8403409888
"Norfolk, NE",36.1,48416,0.4963854924,0.6758585778,0.0260304266,0.9405568407,0.0123925975,0.0043167548,49458,12.4199144475
"Frankfort, IN",37.1,32987,0.4924970443,0.5987957534,0.0542703217,0.9394609998,0.0102767757,0.0018795283,49669,6.7382476968
"Port Clinton, OH",46.1,41304,0.4978210343,0.5660803283,0.0394019349,0.9574375363,0.0095874492,0.003680031,53599,11.2702269193
"Vidalia, GA",35,36272,0.4824106749,0.5010241115,0.0440906968,0.6872794442,0.2581329951,0.0069475077,31842,10.3252799271
"Macomb, IL",28.5,32388,0.4917870816,0.520552876,0.0604348139,0.9030196369,0.0520871928,0.021952575,37959,10.192709993
"Kill Devil Hills, NC",42.9,38749,0.5026452296,0.6228048169,0.0490153036,0.8757129216,0.0567756587,0.0073550285,53399,10.1108648003
"Bainbridge, GA",35.1,27508,0.4870946634,0.4697125257,0.0474612656,0.52980951,0.4153700742,0.0036353061,31090,5.7729330509
"Coffeyville, KS",37.6,34602,0.4932662852,0.5433073745,0.0602537384,0.8511357725,0.0534651176,0.0078030172,40716,8.4030612999
"Scottsbluff, NE",38,38911,0.4840790522,0.635280958,0.0389853928,0.9307650793,0.0066048161,0.0067333145,46310,9.0674264148
"Arkansas City-Winfield, KS",36.5,36201,0.5017817187,0.5516902101,0.0501792115,0.8706389326,0.0298610536,0.0176790696,42157,11.0126782251
"Willmar, MN",38,42316,0.504608186,0.6475329095,0.0430136414,0.9177852349,0.0292797051,0.0045609226,52043,9.9087405528
"Oil City, PA",43.9,54265,0.4903713259,0.5428854735,0.0430432235,0.9680272736,0.0084584907,0.0039436101,43291,19.3855643829
"Helena-West Helena, AR",34.6,20847,0.4719623927,0.465495289,0.1066335625,0.3648486593,0.6191778194,0.0011992133,27183,5.6114322802
"Clewiston, FL",31.6,38360,0.5383993743,0.4925055772,0.0798591746,0.7098540146,0.1228623566,0.0084202294,36504,10.0263508875
"Logansport, IN",37.6,38730,0.5008778725,0.5652701683,0.0604310882,0.8708752905,0.0149754712,0.0122902143,41356,8.0328183484
"Decatur, IN",32.2,34533,0.4941939594,0.5999515875,0.0463952879,0.975356905,0.0065155069,0.0024034981,47964,12.9071734642
"The Dalles, OR",41.2,25387,0.4972623784,0.5170599803,0.0615044248,0.8607555048,0.0071296333,0.0110686572,43226,6.1455497717
"Greenville, OH",40,52537,0.4897310467,0.5713833029,0.0543327239,0.977653844,0.0063954927,0.0011991549,43323,14.8439969368
"Somerset, KY",40.8,63505,0.488402488,0.4996857693,0.0516320358,0.962900559,0.0113849303,0.0055113771,33425,21.7730101294
"Kirksville, MO",30.8,30030,0.472993673,0.5183488082,0.0373407291,0.9457875458,0.0189477189,0.0188811189,35153,10.3963863386
"El Campo, TX",35.9,41219,0.490501953,0.5872768354,0.0478948541,0.8280404668,0.1440597783,0.0010917295,41992,9.0787674052
"Brevard, NC",49,32943,0.4809215918,0.47545192,0.0443541199,0.9073551286,0.0381264609,0.0055550496,43959,7.1296423932
"Marinette, WI-MI",45.9,65326,0.50134709,0.5348002295,0.0553509632,0.9610109298,0.0034289563,0.004224964,41342,18.5520597668
"Bedford, IN",40.7,45970,0.4948227105,0.5421493009,0.0491401161,0.969501849,0.003698064,0.0058733957,44553,14.131516587
"Sedalia, MO",36.3,42213,0.4905834695,0.5774987781,0.0385508309,0.9014047805,0.0274086182,0.00461943,39624,13.4534204727
"Madison, IN",40.5,32447,0.4831263291,0.5372969683,0.0604815702,0.9503498012,0.0207415169,0.0083829013,45306,10.629118127
"Bucyrus, OH",41.3,43036,0.4834324751,0.5195137556,0.0532193334,0.9700018589,0.0088530533,0.002904545,41377,8.6451992638
"Port Lavaca, TX",37.8,21569,0.4999304557,0.5506535948,0.0532558702,0.8797348046,0.0270295331,0.0278640642,47546,5.1077278876
"Selinsgrove, PA",38,39922,0.4960673313,0.5915786203,0.0348663766,0.9695406042,0.0090175843,0.006963579,48718,13.7487175676
"Valley, AL",42,34091,0.4772813939,0.478536497,0.069407716,0.5799477868,0.4025109266,0.0062773166,32835,9.8491797174
"Arkadelphia, AR",33,22800,0.4734210526,0.5037864746,0.0582534555,0.7327192982,0.2410526316,0.0061403509,34109,6.827641219
"Glasgow, KY",39.3,52716,0.486721299,0.5374810974,0.0494467248,0.9389179756,0.0377115107,0.0047803323,37444,20.0184832851
"Price, UT",33.6,21118,0.4945544086,0.5687277719,0.0514132402,0.9195473056,0.0058244152,0.0072923572,46366,7.2946687183
"Crescent City, CA",36.9,28066,0.554514359,0.3820690263,0.0549213206,0.7638067413,0.0358797121,0.0214494406,39302,10.2405571386
"Worthington, MN",36.1,21589,0.5109546528,0.6238293759,0.0455561597,0.825003474,0.0398351012,0.0539163463,50340,4.9448474573
"Burlington, IA-IL",41.5,47339,0.4874205201,0.5724538259,0.0466490765,0.9211221192,0.0508460255,0.0033798771,42750,12.3562476613
"Brownwood, TX",38.4,37903,0.495633591,0.5028636121,0.0232085775,0.9184761101,0.0388887423,0.0039838535,40982,14.4413378061
"Ottumwa, IA",38.3,44171,0.491476308,0.5749187074,0.0520272798,0.9398926898,0.0128591157,0.0082859795,42189,16.4086462383
"Grenada, MS",40.4,21660,0.4686057248,0.4704195681,0.0586927263,0.5588642659,0.4299630656,0.0048476454,33067,8.0182422105
"North Platte, NE",38.4,37216,0.4941691745,0.6227404443,0.0299089278,0.9490273001,0.0081147893,0.0051859415,49227,9.7129779749
"Dumas, TX",29.6,22172,0.5185368934,0.6799974808,0.0270814964,0.8015064045,0.0267454447,0.0772596067,48149,6.1518420101
"Poplar Bluff, MO",38.8,42957,0.4815047606,0.5232947535,0.0501145644,0.907931187,0.0523081221,0.0055171451,36160,16.3206995915
"Evanston, WY",32.8,20989,0.5091714708,0.6491869653,0.0401619539,0.9366811187,0.0012863881,0.000571728,56158,4.8076652015
"Emporia, KS",31.9,33510,0.4867800657,0.6363125772,0.0521211667,0.8901521934,0.021038496,0.0214264399,40427,9.8578647207
"Moscow, ID",27.3,37989,0.5136223644,0.5797639654,0.0515814319,0.9302956119,0.005527916,0.0209271105,41944,7.5407771549
"Bastrop, LA",36.8,27319,0.478201984,0.4548053043,0.0528091467,0.5084007467,0.4749807826,0.0023426919,28304,7.0666856331
"Lewisburg, PA",37.5,44955,0.5483705928,0.4705508643,0.0325594939,0.8766321877,0.0732955177,0.012012012,48827,14.2726496607
"Kingsville, TX",26.7,32670,0.5184266912,0.5313628513,0.0646883341,0.8631466177,0.0397000306,0.0209366391,37680,6.4185326284
"Mount Sterling, KY",37,45190,0.4942686435,0.4677605797,0.0752206152,0.9506306705,0.0238327064,0.0008187652,35276,14.1616040882
"Hillsdale, MI",40.9,46282,0.4979041528,0.5103098348,0.061319227,0.972321853,0.0062011149,0.0038027743,42183,12.9020429841
"Silver City, NM",44.4,29303,0.4976623554,0.4694488986,0.0478521394,0.8649285056,0.0035491247,0.0026959697,38923,7.8848625622
"Hereford, TX",30.3,19331,0.4968185816,0.5956613219,0.0367844446,0.8815891573,0.0098287724,0.0027417102,42995,6.7848686082
"La Grande, OR",38.8,25736,0.4900917003,0.5206359946,0.0470713319,0.9289710911,0.0059061237,0.0098694436,43265,6.5232747667
"Fredericksburg, TX",48.1,25179,0.4839350252,0.5409335813,0.0378581986,0.9643353588,0.0023035069,0.0036141229,52414,6.4603201657
"Indianola, MS",32.8,28314,0.5257116621,0.3759621877,0.1027233851,0.2543617998,0.7304160486,0.0019071837,27941,5.6114043297
"Austin, MN",37.7,39312,0.4999491249,0.6230354517,0.0432282307,0.9232041107,0.0250814001,0.0190527066,47623,9.7064036617
"Mayfield, KY",38.9,37451,0.4849536728,0.5277948508,0.04927269,0.919227791,0.0467544258,0.0029905744,39529,11.345841161
"Hastings, NE",36,31396,0.5022295834,0.6359718026,0.0455589124,0.9394827367,0.0083131609,0.0136323098,51342,6.4451412117
"Jacksonville, IL",39.1,40532,0.5013076088,0.5688539462,0.0547626247,0.923689924,0.0537106484,0.00291128,46760,15.3323524367
"Borger, TX",36.2,21947,0.5035767987,0.5582647807,0.0375806356,0.8906912106,0.0255160159,0.0047386887,47191,6.3212101476
"Wabash, IN",40.1,32492,0.4864274283,0.5610746405,0.0446249004,0.959897821,0.005416718,0.0037547704,45657,6.513918183
"Fremont, NE",38.3,36742,0.4907190681,0.6262239691,0.045476486,0.9567524903,0.0047357248,0.0061509989,47991,11.8900826815
"Paragould, AR",36.6,42970,0.4946707005,0.5221917318,0.0553301915,0.964835932,0.0084244822,0.0009541541,39500,10.4601062149
"Bennington, VT",44.5,36739,0.4870301315,0.5873391122,0.0463947991,0.9634448406,0.0056887776,0.0054982444,49303,7.4745581289
"McPherson, KS",39.8,29308,0.4972703699,0.65087111,0.0220024828,0.9524703153,0.009417224,0.0084959738,55437,5.9996982091
"Fort Morgan, CO",35.5,28342,0.4968597841,0.613419873,0.0378688831,0.8944322913,0.0263566439,0.0011996331,46223,10.1788770823
"Thomaston, GA",40.4,26681,0.4761815524,0.4637987776,0.0677480019,0.7036467899,0.2833477006,0.0019114726,34614,6.2966474407
"Hailey, ID",40.2,27671,0.5109320227,0.6781555659,0.0395435491,0.8939322757,0.0011925843,0.0067941166,56424,10.3970561103
"Hannibal, MO",40.4,39068,0.4840278489,0.5801411128,0.0408840491,0.9279461452,0.043565066,0.0066038702,43448,13.9110304009
"Big Spring, TX",36.2,36892,0.5650005421,0.4727494164,0.034574918,0.8162474249,0.0552152228,0.0090805595,48768,8.7167706341
